SampleID	Donor	Species	Bubble	Animal	Date	Gender	Timingofinocu	Diet	SampleType	Actual_inoculum	Alpha_Desc	Description
326	ELD2	piglet	6of7	6B	9-Apr-18	male	NA	solid	fecal	NA	40_days_post_inoc	Final_collection
327	ELD2	piglet	6of7	6C	9-Apr-18	male	NA	solid	fecal	NA	40_days_post_inoc	Final_collection
328	INF2	piglet	SF6	SF6A	27-Mar-18	female	early	milk_and_solid	fecal	NA	40_days_post_inoc	Final_collection
329	INF2	piglet	SF6	SF6B	27-Mar-18	female	early	milk_and_solid	fecal	NA	40_days_post_inoc	Final_collection
330	INF2	piglet	SF6	SF6C	27-Mar-18	female	early	milk_and_solid	fecal	NA	40_days_post_inoc	Final_collection
331	CHLD2	mouse	27	E18	12-Sep-17	female	NA	solid	fecal	NA	28_days_post_inoc	4weeks_post_inoc
332	CHLD2	mouse	27	E19	12-Sep-17	female	NA	solid	fecal	NA	28_days_post_inoc	4weeks_post_inoc
333	CHLD2	mouse	27	E20	12-Sep-17	female	NA	solid	fecal	NA	28_days_post_inoc	4weeks_post_inoc
334	ADLT2	mouse	28	E21	12-Sep-17	male	NA	solid	fecal	NA	28_days_post_inoc	4weeks_post_inoc
340	CHLD2	mouse	27	D16	5-Sep-17	female	NA	solid	fecal	NA	21_days_post_inoc	3weeks_post_inoc
341	CHLD2	mouse	27	D17	5-Sep-17	female	NA	solid	fecal	NA	21_days_post_inoc	3weeks_post_inoc
342	CHLD2	mouse	27	D18	5-Sep-17	female	NA	solid	fecal	NA	21_days_post_inoc	3weeks_post_inoc
343	ADLT2	mouse	28	E24	12-Sep-17	male	NA	solid	fecal	NA	28_days_post_inoc	4weeks_post_inoc
344	ADLT2	mouse	28	E25	12-Sep-17	male	NA	solid	fecal	NA	28_days_post_inoc	4weeks_post_inoc
345	ADLT2	mouse	28	E26	12-Sep-17	female	NA	solid	fecal	NA	28_days_post_inoc	4weeks_post_inoc
346	ADLT2	mouse	28	E27	12-Sep-17	female	NA	solid	fecal	NA	28_days_post_inoc	4weeks_post_inoc
348	ADLT2	human	NA	NA	17-Mar-18	female	NA	solid	fecal	yes	donor_inocula	adult2_inoculum-1_pig
349	CHLD2	mouse	27	D19	5-Sep-17	female	NA	solid	fecal	NA	21_days_post_inoc	3weeks_post_inoc
350	CHLD2	mouse	27	D20	5-Sep-17	female	NA	solid	fecal	NA	21_days_post_inoc	3weeks_post_inoc
351	ADLT2	mouse	28	D21	5-Sep-17	male	NA	solid	fecal	NA	21_days_post_inoc	3weeks_post_inoc
352	ADLT2	mouse	28	D22	5-Sep-17	male	NA	solid	fecal	NA	21_days_post_inoc	3weeks_post_inoc
353	ADLT2	mouse	28	D23	5-Sep-17	male	NA	solid	fecal	NA	21_days_post_inoc	3weeks_post_inoc
354	ADLT2	mouse	28	D24	5-Sep-17	male	NA	solid	fecal	NA	21_days_post_inoc	3weeks_post_inoc
355	ADLT2	mouse	28	E30	12-Sep-17	female	NA	solid	fecal	NA	28_days_post_inoc	4weeks_post_inoc
356	ELD2	mouse	29	E31	12-Sep-17	male	NA	solid	fecal	NA	28_days_post_inoc	4weeks_post_inoc
357	ELD2	mouse	29	E32	12-Sep-17	male	NA	solid	fecal	NA	28_days_post_inoc	4weeks_post_inoc
358	ELD2	mouse	29	E33	12-Sep-17	male	NA	solid	fecal	NA	28_days_post_inoc	4weeks_post_inoc
359	ELD2	human	NA	NA	2-Mar-18	male	NA	solid	fecal	yes	donor_inocula	elderly2_inoculum-1_pig
360	CHLD2	human	NA	NA	25-Mar-18	male	NA	solid	fecal	yes	donor_inocula	child2_inoculum-2_pig
361	ADLT2	mouse	28	D25	5-Sep-17	male	NA	solid	fecal	NA	21_days_post_inoc	3weeks_post_inoc
362	ADLT2	mouse	28	D26	5-Sep-17	female	NA	solid	fecal	NA	21_days_post_inoc	3weeks_post_inoc
363	ADLT2	mouse	28	D27	5-Sep-17	female	NA	solid	fecal	NA	21_days_post_inoc	3weeks_post_inoc
364	ADLT2	mouse	28	D28	5-Sep-17	female	NA	solid	fecal	NA	21_days_post_inoc	3weeks_post_inoc
365	ADLT2	mouse	28	D29	5-Sep-17	female	NA	solid	fecal	NA	21_days_post_inoc	3weeks_post_inoc
366	ADLT2	mouse	28	D30	5-Sep-17	female	NA	solid	fecal	NA	21_days_post_inoc	3weeks_post_inoc
367	ELD2	mouse	29	E36	12-Sep-17	female	NA	solid	fecal	NA	28_days_post_inoc	4weeks_post_inoc
368	ELD2	mouse	29	E37	12-Sep-17	female	NA	solid	fecal	NA	28_days_post_inoc	4weeks_post_inoc
369	ELD2	mouse	29	E38	12-Sep-17	female	NA	solid	fecal	NA	28_days_post_inoc	4weeks_post_inoc
370	ELD2	mouse	29	E39	12-Sep-17	female	NA	solid	fecal	NA	28_days_post_inoc	4weeks_post_inoc
371	CHLD2	human	NA	NA	12-Mar-18	female	NA	solid	fecal	yes	donor_inocula	child2_inoculum-1_pig
372	ADLT2	human	NA	NA	31-Mar-18	male	NA	solid	fecal	yes	donor_inocula	adult2_inoculum-2_pig
373	ELD2	mouse	29	D31	5-Sep-17	male	NA	solid	fecal	NA	21_days_post_inoc	3weeks_post_inoc
374	ELD2	mouse	29	D32	5-Sep-17	male	NA	solid	fecal	NA	21_days_post_inoc	3weeks_post_inoc
375	ELD2	mouse	29	D33	5-Sep-17	male	NA	solid	fecal	NA	21_days_post_inoc	3weeks_post_inoc
376	ELD2	mouse	29	D34	5-Sep-17	male	NA	solid	fecal	NA	21_days_post_inoc	3weeks_post_inoc
377	ELD2	mouse	29	D35	5-Sep-17	male	NA	solid	fecal	NA	21_days_post_inoc	3weeks_post_inoc
378	ELD2	mouse	29	D36	5-Sep-17	female	NA	solid	fecal	NA	21_days_post_inoc	3weeks_post_inoc
379	INF2	mouse	22	F5	19-Sep-17	male	NA	solid	fecal	NA	35_days_post_inoc	5weeks_post_inoc
380	INF2	mouse	22	F6	19-Sep-17	female	NA	solid	fecal	NA	35_days_post_inoc	5weeks_post_inoc
381	INF2	mouse	22	F7	19-Sep-17	female	NA	solid	fecal	NA	35_days_post_inoc	5weeks_post_inoc
382	INF2	mouse	22	F8	19-Sep-17	female	NA	solid	fecal	NA	35_days_post_inoc	5weeks_post_inoc
391	INF2	mouse	22	G9	25-Sep-17	female	NA	solid	fecal	NA	40_days_post_inoc	Final_collection
392	INF2	mouse	22	G10	25-Sep-17	female	NA	solid	fecal	NA	40_days_post_inoc	Final_collection
393	CHLD2	mouse	27	G11	25-Sep-17	male	NA	solid	fecal	NA	40_days_post_inoc	Final_collection
394	CHLD2	mouse	27	G12	25-Sep-17	male	NA	solid	fecal	NA	40_days_post_inoc	Final_collection
395	CHLD2	mouse	27	G13	25-Sep-17	male	NA	solid	fecal	NA	40_days_post_inoc	Final_collection
396	CHLD2	mouse	27	G14	25-Sep-17	male	NA	solid	fecal	NA	40_days_post_inoc	Final_collection
403	CHLD2	mouse	27	G15	25-Sep-17	male	NA	solid	fecal	NA	40_days_post_inoc	Final_collection
404	CHLD2	mouse	27	G16	25-Sep-17	female	NA	solid	fecal	NA	40_days_post_inoc	Final_collection
405	CHLD2	mouse	27	G17	25-Sep-17	female	NA	solid	fecal	NA	40_days_post_inoc	Final_collection
406	CHLD2	mouse	27	G18	25-Sep-17	female	NA	solid	fecal	NA	40_days_post_inoc	Final_collection
407	CHLD2	mouse	27	G19	25-Sep-17	female	NA	solid	fecal	NA	40_days_post_inoc	Final_collection
408	CHLD2	mouse	27	G20	25-Sep-17	female	NA	solid	fecal	NA	40_days_post_inoc	Final_collection
410	CHLD2	mouse	27	F11	19-Sep-17	male	NA	solid	fecal	NA	35_days_post_inoc	5weeks_post_inoc
411	CHLD2	mouse	27	F12	19-Sep-17	male	NA	solid	fecal	NA	35_days_post_inoc	5weeks_post_inoc
412	CHLD2	mouse	27	F13	19-Sep-17	male	NA	solid	fecal	NA	35_days_post_inoc	5weeks_post_inoc
413	CHLD2	mouse	27	F14	19-Sep-17	male	NA	solid	fecal	NA	35_days_post_inoc	5weeks_post_inoc
414	CHLD2	mouse	27	F15	19-Sep-17	male	NA	solid	fecal	NA	35_days_post_inoc	5weeks_post_inoc
415	ADLT2	mouse	27	G21	25-Sep-17	male	NA	solid	fecal	NA	40_days_post_inoc	Final_collection
416	ADLT2	mouse	27	G22	25-Sep-17	male	NA	solid	fecal	NA	40_days_post_inoc	Final_collection
417	ADLT2	mouse	27	G23	25-Sep-17	male	NA	solid	fecal	NA	40_days_post_inoc	Final_collection
418	ADLT2	mouse	27	G24	25-Sep-17	male	NA	solid	fecal	NA	40_days_post_inoc	Final_collection
419	ADLT2	mouse	27	G25	25-Sep-17	male	NA	solid	fecal	NA	40_days_post_inoc	Final_collection
420	ADLT2	mouse	27	G26	25-Sep-17	female	NA	solid	fecal	NA	40_days_post_inoc	Final_collection
421	CHLD2	mouse	27	F16	19-Sep-17	female	NA	solid	fecal	NA	35_days_post_inoc	5weeks_post_inoc
422	CHLD2	mouse	27	F17	19-Sep-17	female	NA	solid	fecal	NA	35_days_post_inoc	5weeks_post_inoc
423	CHLD2	mouse	27	F18	19-Sep-17	female	NA	solid	fecal	NA	35_days_post_inoc	5weeks_post_inoc
424	CHLD2	mouse	27	F19	19-Sep-17	female	NA	solid	fecal	NA	35_days_post_inoc	5weeks_post_inoc
425	CHLD2	mouse	27	F20	19-Sep-17	female	NA	solid	fecal	NA	35_days_post_inoc	5weeks_post_inoc
426	ADLT2	mouse	28	F21	19-Sep-17	male	NA	solid	fecal	NA	35_days_post_inoc	5weeks_post_inoc
427	ADLT2	mouse	28	G27	25-Sep-17	female	NA	solid	fecal	NA	40_days_post_inoc	Final_collection
428	ADLT2	mouse	28	G28	25-Sep-17	female	NA	solid	fecal	NA	40_days_post_inoc	Final_collection
429	ADLT2	mouse	28	G29	25-Sep-17	female	NA	solid	fecal	NA	40_days_post_inoc	Final_collection
430	ADLT2	mouse	28	G30	25-Sep-17	female	NA	solid	fecal	NA	40_days_post_inoc	Final_collection
431	ELD2	mouse	29	G31	25-Sep-17	male	NA	solid	fecal	NA	40_days_post_inoc	Final_collection
432	ELD2	mouse	29	G32	25-Sep-17	male	NA	solid	fecal	NA	40_days_post_inoc	Final_collection
433	ADLT2	mouse	28	F22	19-Sep-17	male	NA	solid	fecal	NA	35_days_post_inoc	5weeks_post_inoc
434	ADLT2	mouse	28	F23	19-Sep-17	male	NA	solid	fecal	NA	35_days_post_inoc	5weeks_post_inoc
435	ADLT2	mouse	28	F24	19-Sep-17	male	NA	solid	fecal	NA	35_days_post_inoc	5weeks_post_inoc
436	ADLT2	mouse	28	F25	19-Sep-17	male	NA	solid	fecal	NA	35_days_post_inoc	5weeks_post_inoc
437	ADLT2	mouse	28	F26	19-Sep-17	female	NA	solid	fecal	NA	35_days_post_inoc	5weeks_post_inoc
438	ADLT2	mouse	28	F27	19-Sep-17	female	NA	solid	fecal	NA	35_days_post_inoc	5weeks_post_inoc
439	ELD2	mouse	29	G33	25-Sep-17	male	NA	solid	fecal	NA	40_days_post_inoc	Final_collection
440	ELD2	mouse	29	G34	25-Sep-17	male	NA	solid	fecal	NA	40_days_post_inoc	Final_collection
441	ELD2	mouse	29	G35	25-Sep-17	male	NA	solid	fecal	NA	40_days_post_inoc	Final_collection
442	ELD2	mouse	29	G36	25-Sep-17	female	NA	solid	fecal	NA	40_days_post_inoc	Final_collection
443	ELD2	mouse	29	G37	25-Sep-17	female	NA	solid	fecal	NA	40_days_post_inoc	Final_collection
444	ELD2	mouse	29	G38	25-Sep-17	female	NA	solid	fecal	NA	40_days_post_inoc	Final_collection
445	ADLT2	mouse	28	F28	19-Sep-17	female	NA	solid	fecal	NA	35_days_post_inoc	5weeks_post_inoc
446	ADLT2	mouse	28	F29	19-Sep-17	female	NA	solid	fecal	NA	35_days_post_inoc	5weeks_post_inoc
447	ADLT2	mouse	28	F30	19-Sep-17	female	NA	solid	fecal	NA	35_days_post_inoc	5weeks_post_inoc
448	ELD2	mouse	29	F31	19-Sep-17	male	NA	solid	fecal	NA	35_days_post_inoc	5weeks_post_inoc
449	ELD2	mouse	29	F32	19-Sep-17	male	NA	solid	fecal	NA	35_days_post_inoc	5weeks_post_inoc
450	ELD2	mouse	29	F33	19-Sep-17	male	NA	solid	fecal	NA	35_days_post_inoc	5weeks_post_inoc
451	ELD2	mouse	29	G39	25-Sep-17	female	NA	solid	fecal	NA	40_days_post_inoc	Final_collection
452	ELD2	mouse	29	G40	25-Sep-17	female	NA	solid	fecal	NA	40_days_post_inoc	Final_collection
457	ELD2	mouse	29	F34	19-Sep-17	male	NA	solid	fecal	NA	35_days_post_inoc	5weeks_post_inoc
458	ELD2	mouse	29	F35	19-Sep-17	male	NA	solid	fecal	NA	35_days_post_inoc	5weeks_post_inoc
459	ELD2	mouse	29	F36	19-Sep-17	female	NA	solid	fecal	NA	35_days_post_inoc	5weeks_post_inoc
460	ELD2	mouse	29	F37	19-Sep-17	female	NA	solid	fecal	NA	35_days_post_inoc	5weeks_post_inoc
461	ELD2	mouse	29	F38	19-Sep-17	female	NA	solid	fecal	NA	35_days_post_inoc	5weeks_post_inoc
462	ELD2	mouse	29	F39	19-Sep-17	female	NA	solid	fecal	NA	35_days_post_inoc	5weeks_post_inoc
469	ELD2	mouse	29	F40	19-Sep-17	female	NA	solid	fecal	NA	35_days_post_inoc	5weeks_post_inoc
470	INF2	mouse	22	G4	25-Sep-17	male	NA	solid	fecal	NA	40_days_post_inoc	Final_collection
471	INF2	mouse	22	G5	25-Sep-17	male	NA	solid	fecal	NA	40_days_post_inoc	Final_collection
472	INF2	mouse	22	G6	25-Sep-17	male	NA	solid	fecal	NA	40_days_post_inoc	Final_collection
473	INF2	mouse	22	G7	25-Sep-17	male	NA	solid	fecal	NA	40_days_post_inoc	Final_collection
474	INF2	mouse	22	G8	25-Sep-17	male	NA	solid	fecal	NA	40_days_post_inoc	Final_collection
481	INF2	piglet	SF6	SF6A	9-Mar-18	female	early	milk	fecal	NA	21_days_post_inoc	3weeks_post_inoc
482	INF2	piglet	SF6	SF6B	9-Mar-18	female	early	milk	fecal	NA	21_days_post_inoc	3weeks_post_inoc
483	INF2	piglet	SF6	SF6C	9-Mar-18	female	early	milk	fecal	NA	21_days_post_inoc	3weeks_post_inoc
484	ADLT2	piglet	1of7	1A	6-Apr-18	female	NA	solid	fecal	NA	21_days_post_inoc	3weeks_post_inoc
485	ADLT2	piglet	1of7	1B	6-Apr-18	female	NA	solid	fecal	NA	21_days_post_inoc	3weeks_post_inoc
486	ADLT2	piglet	1of7	1C	6-Apr-18	male	NA	solid	fecal	NA	21_days_post_inoc	3weeks_post_inoc
490	INF2	mouse	22	E4	12-Sep-17	male	NA	solid	fecal	NA	28_days_post_inoc	4weeks_post_inoc
491	INF2	mouse	22	E5	12-Sep-17	male	NA	solid	fecal	NA	28_days_post_inoc	4weeks_post_inoc
493	ADLT2	piglet	1of7	1A	20-Apr-18	female	NA	solid	fecal	NA	35_days_post_inoc	5weeks_post_inoc
494	ADLT2	piglet	1of7	1B	20-Apr-18	female	NA	solid	fecal	NA	35_days_post_inoc	5weeks_post_inoc
495	ADLT2	piglet	1of7	1C	20-Apr-18	male	NA	solid	fecal	NA	35_days_post_inoc	5weeks_post_inoc
496	ADLT2	piglet	1of7	1A	25-Apr-18	female	NA	solid	fecal	NA	40_days_post_inoc	Final_collection
497	ADLT2	piglet	1of7	1B	25-Apr-18	female	NA	solid	fecal	NA	40_days_post_inoc	Final_collection
498	ADLT2	piglet	1of7	1C	25-Apr-18	male	NA	solid	fecal	NA	40_days_post_inoc	Final_collection
502	INF2	mouse	22	E10	12-Sep-17	female	NA	solid	fecal	NA	28_days_post_inoc	4weeks_post_inoc
503	CHLD2	mouse	22	E11	12-Sep-17	male	NA	solid	fecal	NA	28_days_post_inoc	4weeks_post_inoc
514	CHLD2	mouse	22	E16	12-Sep-17	female	NA	solid	fecal	NA	28_days_post_inoc	4weeks_post_inoc
515	CHLD2	mouse	22	E17	12-Sep-17	female	NA	solid	fecal	NA	28_days_post_inoc	4weeks_post_inoc
526	ADLT2	mouse	28	E22	12-Sep-17	male	NA	solid	fecal	NA	28_days_post_inoc	4weeks_post_inoc
527	ADLT2	mouse	28	E23	12-Sep-17	male	NA	solid	fecal	NA	28_days_post_inoc	4weeks_post_inoc
538	ADLT2	mouse	28	E28	12-Sep-17	female	NA	solid	fecal	NA	28_days_post_inoc	4weeks_post_inoc
539	ADLT2	mouse	28	E29	12-Sep-17	female	NA	solid	fecal	NA	28_days_post_inoc	4weeks_post_inoc
550	ELD2	mouse	29	E34	12-Sep-17	male	NA	solid	fecal	NA	28_days_post_inoc	4weeks_post_inoc
551	ELD2	mouse	29	E35	12-Sep-17	male	NA	solid	fecal	NA	28_days_post_inoc	4weeks_post_inoc
562	ELD2	mouse	29	E40	12-Sep-17	female	NA	solid	fecal	NA	28_days_post_inoc	4weeks_post_inoc
563	INF2	mouse	22	F4	19-Sep-18	male	NA	solid	fecal	NA	35_days_post_inoc	5weeks_post_inoc
574	INF2	mouse	22	F9	19-Sep-18	female	NA	solid	fecal	NA	35_days_post_inoc	5weeks_post_inoc
575	INF2	mouse	22	F10	19-Sep-18	female	NA	solid	fecal	NA	35_days_post_inoc	5weeks_post_inoc
204SNR2	ELD2	human	NA	NA	10-Aug-17	female	NA	NA	fecal	no	inoculum	inoculum
216INF2	INF2	human	NA	NA	10-Aug-17	female	NA	NA	fecal	no	inoculum	inoculum
228CHLD2	CHLD2	human	NA	NA	10-Aug-17	female	NA	NA	fecal	no	inoculum	inoculum
239INF2	INF2	human	NA	NA	NA	female	NA	NA	fecal	no	cryovial_inoculum	cryovial_inoculum
251SNR2	ELD2	human	NA	NA	NA	female	NA	NA	fecal	no	cryovial_inoculum	cryovial_inoculum
263ADLT2	ADLT2	human	NA	NA	10-Aug-17	female	NA	NA	fecal	no	inoculum	inoculum
276CHLD2	CHLD2	human	NA	NA	NA	female	NA	NA	fecal	no	cryovial_inoculum	cryovial_inoculum
287INF2	INF2	human	NA	NA	10-Aug-17	female	NA	NA	fecal	no	inoculum	inoculum
R2D269	INF2	human	NA	NA	NA	NA	NA	solid	fecal	yes	donor_inocula	infant2_inoculum-1_mouse
R2D270	CHLD2	human	NA	NA	NA	NA	NA	solid	fecal	yes	donor_inocula	child2_inoculum-1_mouse
R2D271	ADLT2	human	NA	NA	NA	NA	NA	solid	fecal	yes	donor_inocula	adlult2_inoculum-1_mouse
R2D272	ELD2	human	NA	NA	NA	NA	NA	solid	fecal	yes	donor_inocula	elderly2_inoculum-1_mouse
R2D273	INF2	human	NA	NA	NA	NA	NA	solid	fecal	yes	donor_inocula	infant2_inoculum-2_mouse
R2D274	CHLD2	human	NA	NA	NA	NA	NA	solid	fecal	yes	donor_inocula	child2_inoculum-2_mouse
R2D275	ADLT2	human	NA	NA	NA	NA	NA	solid	fecal	yes	donor_inocula	adlult2_inoculum-2_mouse
R2D276	ELD2	human	NA	NA	NA	NA	NA	solid	fecal	yes	donor_inocula	elderly2_inoculum-2_mouse
